code	market	time	pinyin	name
002124	sz	2007-04-03	tbgf	天邦股份
002125	sz	2007-04-03	xtdh	湘潭电化
002126	sz	2007-04-18	ylgf	银轮股份
002127	sz	2007-04-18	njds	南极电商
002128	sz	2007-04-18	ltmy	露天煤业
002129	sz	2007-04-20	zhgf	中环股份
002130	sz	2007-04-20	wehc	沃尔核材
002131	sz	2007-04-27	logf	利欧股份
002132	sz	2007-04-27	hxkj	恒星科技
002133	sz	2007-04-27	gyjt	广宇集团
002134	sz	2007-05-16	tjpl	天津普林
002135	sz	2007-05-30	dnwj	东南网架
002136	sz	2007-05-30	and	安 纳 达
002137	sz	2007-06-13	mdsz	麦达数字
002138	sz	2007-06-13	sldz	顺络电子
002139	sz	2007-06-29	tbgf	拓邦股份
002140	sz	2007-07-12	dhkj	东华科技
002141	sz	2007-07-20	xfkg	贤丰控股
002142	sz	2007-07-19	nbyx	宁波银行
002143	sz	2007-07-20	yjcm	印纪传媒
002144	sz	2007-08-03	hdgk	宏达高科
002145	sz	2007-08-03	zhtb	中核钛白
002146	sz	2007-08-08	rsfz	荣盛发展
002147	sz	2007-08-08	xgyc	新光圆成
002148	sz	2007-08-10	bwtx	北纬通信
002149	sz	2007-08-10	xbcl	西部材料
002150	sz	2007-08-10	trzb	通润装备
002151	sz	2007-08-13	bdxt	北斗星通
002152	sz	2007-08-13	gdyt	广电运通
002153	sz	2007-08-13	sjxx	石基信息
002154	sz	2007-08-16	bxn	报 喜 鸟
002155	sz	2007-08-16	hnhj	湖南黄金
002156	sz	2007-08-16	tfwd	通富微电
002157	sz	2007-08-17	zbkj	正邦科技
002158	sz	2007-08-17	hzjj	汉钟精机
002159	sz	2007-08-17	stsd	三特索道
002160	sz	2007-08-21	clgf	常铝股份
002161	sz	2007-08-21	ywg	远 望 谷
002162	sz	2007-08-23	yxjk	悦心健康
002163	sz	2007-08-23	zhsx	中航三鑫
002164	sz	2007-08-23	nbdl	宁波东力
002165	sz	2007-09-13	hbl	红 宝 丽
002166	sz	2007-09-13	lysw	莱茵生物
002167	sz	2007-09-13	dfgy	东方锆业
002168	sz	2007-09-19	szhc	深圳惠程
002169	sz	2007-09-19	zgdq	智光电气
002170	sz	2007-09-19	btgf	芭田股份
002171	sz	2007-09-21	cjxc	楚江新材
002172	sz	2007-09-21	aykj	澳洋科技
002173	sz	2007-09-25	cl	*ST创疗
002174	sz	2007-09-25	yzwl	游族网络
002175	sz	2007-10-12	dfwl	东方网络
002176	sz	2007-10-12	jtdj	江特电机
002177	sz	2007-11-01	yygf	御银股份
002178	sz	2007-11-01	yhzn	延华智能
002179	sz	2007-11-01	zhgd	中航光电
002180	sz	2007-11-13	apk	艾派克
002181	sz	2007-11-16	ycm	粤 传 媒
002182	sz	2007-11-13	yhjs	云海金属
002183	sz	2007-11-13	yyt	怡 亚 通
002184	sz	2007-11-16	hdkz	海得控制
002185	sz	2007-11-20	htkj	华天科技
002186	sz	2007-11-20	qjd	全 聚 德
002187	sz	2007-11-22	gbgf	广百股份
002188	sz	2007-11-22	bszx	巴士在线
002189	sz	2007-12-03	ldgd	利达光电
002190	sz	2007-12-03	cfjc	成飞集成
002191	sz	2007-12-05	jjgf	劲嘉股份
002192	sz	2007-12-05	rjgf	融捷股份
002193	sz	2007-12-07	sdry	山东如意
002194	sz	2007-12-07	whfg	武汉凡谷
002195	sz	2007-12-12	essw	二三四五
002196	sz	2007-12-12	fzdj	方正电机
002197	sz	2007-12-18	ztdz	证通电子
002198	sz	2007-12-18	jyzy	嘉应制药
002199	sz	2007-12-21	djdz	东晶电子
002200	sz	2007-12-21	ytst	云投生态
002201	sz	2007-12-26	jdxc	九鼎新材
002202	sz	2007-12-26	jfkj	金风科技
002203	sz	2008-01-16	hlgf	海亮股份
002204	sz	2008-01-16	dlcg	大连重工
002205	sz	2008-01-23	gtgf	国统股份
002206	sz	2008-01-23	hld	海 利 得
002207	sz	2008-01-28	zygf	准油股份
002208	sz	2008-01-28	hfcj	合肥城建
002209	sz	2008-01-30	dyl	达 意 隆
002210	sz	2008-01-30	fmgj	飞马国际
002211	sz	2008-02-01	hdxc	宏达新材
002212	sz	2008-02-01	nygf	南洋股份
002213	sz	2008-02-01	tej	特 尔 佳
002214	sz	2008-02-18	dlkj	大立科技
002215	sz	2008-02-18	npx	诺 普 信
002216	sz	2008-02-20	sqsp	三全食品
002217	sz	2008-02-20	hlt	合力泰
002218	sz	2008-02-28	trxn	拓日新能
002219	sz	2008-03-06	hkyl	恒康医疗
002220	sz	2008-02-28	tbgf	天宝股份
002221	sz	2008-03-06	dhny	东华能源
002222	sz	2008-03-19	fjkj	福晶科技
002223	sz	2008-04-18	yyyl	鱼跃医疗
002224	sz	2008-04-25	sls	三 力 士
002225	sz	2008-04-25	pngf	濮耐股份
002226	sz	2008-05-06	jnhg	江南化工
002227	sz	2008-05-06	atx	奥 特 迅
002228	sz	2008-05-08	hxbz	合兴包装
002229	sz	2008-05-08	hbgf	鸿博股份
002230	sz	2008-05-12	kdxf	科大讯飞
002231	sz	2008-05-12	awtx	奥维通信
002232	sz	2008-05-09	qmxx	启明信息
002233	sz	2008-05-16	tpjt	塔牌集团
002234	sz	2008-05-16	mhgf	民和股份
002235	sz	2008-05-16	angf	安妮股份
002236	sz	2008-05-20	dhgf	大华股份
002237	sz	2008-05-20	hbgf	恒邦股份
002238	sz	2008-05-26	twsx	天威视讯
002239	sz	2008-05-22	atj	奥特佳
002240	sz	2008-05-23	whgf	威华股份
002241	sz	2008-05-22	gegf	歌尔股份
002242	sz	2008-05-28	jygf	九阳股份
002243	sz	2008-05-28	tclx	通产丽星
002244	sz	2008-05-29	bjjt	滨江集团
002245	sz	2008-06-05	aysc	澳洋顺昌
002246	sz	2008-06-05	bhgf	北化股份
002247	sz	2008-06-12	dlwh	帝龙文化
002248	sz	2008-06-12	hdsk	华东数控
002249	sz	2008-06-19	dydj	大洋电机
002250	sz	2008-06-19	lhkj	联化科技
002251	sz	2008-06-19	bbg	步 步 高
002252	sz	2008-06-23	shls	上海莱士
002253	sz	2008-06-23	cdzs	川大智胜
002254	sz	2008-06-25	thxc	泰和新材
002255	sz	2008-06-25	hlcg	海陆重工
002256	sz	2008-06-25	zxgf	兆新股份
002258	sz	2008-07-08	lehx	利尔化学
002259	sz	2008-07-16	sdly	升达林业
002260	sz	2008-07-16	dath	德奥通航
002261	sz	2008-07-23	twxx	拓维信息
002262	sz	2008-07-23	ehyy	恩华药业
002263	sz	2008-07-28	ddn	大 东 南
002264	sz	2008-07-31	xhd	新 华 都
002265	sz	2008-08-06	xygf	西仪股份
002266	sz	2008-08-06	zfkg	浙富控股
002267	sz	2008-08-13	strq	陕天然气
002268	sz	2008-08-11	wst	卫 士 通
002269	sz	2008-08-28	mbfs	美邦服饰
002270	sz	2008-09-05	hmzb	华明装备
002271	sz	2008-09-10	dfyh	东方雨虹
002272	sz	2008-09-19	crgf	川润股份
002273	sz	2008-09-19	sjgd	水晶光电
002274	sz	2008-09-25	hchg	华昌化工
002275	sz	2009-07-10	glsj	桂林三金
002276	sz	2009-07-10	wmgf	万马股份
002277	sz	2009-07-17	yagf	友阿股份
002278	sz	2009-08-11	skgf	神开股份
002279	sz	2009-08-11	jqrj	久其软件
002280	sz	2009-08-21	llhd	联络互动
002281	sz	2009-08-21	gxkj	光迅科技
002282	sz	2009-08-21	bsgj	博深工具
002283	sz	2009-08-21	trqz	天润曲轴
002284	sz	2009-08-28	ytgf	亚太股份
002285	sz	2009-08-28	slx	世联行
002286	sz	2009-08-28	blb	保龄宝
002287	sz	2009-08-28	qzcy	奇正藏药
002288	sz	2009-09-03	chkj	超华科技
002289	sz	2009-09-03	ys	*ST宇顺
002290	sz	2009-09-03	zkxc	中科新材
002291	sz	2009-09-03	xql	星期六
002292	sz	2009-09-10	afyl	奥飞娱乐
002293	sz	2009-09-10	llsh	罗莱生活
002294	sz	2009-09-10	xlt	信立泰
002295	sz	2009-09-29	jygf	精艺股份
002296	sz	2009-09-29	hhkj	辉煌科技
002297	sz	2009-09-29	byxc	博云新材
002298	sz	2009-09-29	zdxl	中电鑫龙
002299	sz	2009-10-21	snfz	圣农发展
002300	sz	2009-10-21	tydl	太阳电缆
002301	sz	2009-10-21	qxjt	齐心集团
002302	sz	2009-11-03	xbjs	西部建设
002303	sz	2009-11-03	mys	美盈森
002304	sz	2009-11-06	yhgf	洋河股份
002305	sz	2009-11-06	ngzy	南国置业
002306	sz	2009-11-11	zkyw	中科云网
002307	sz	2009-11-11	bxlq	北新路桥
002308	sz	2009-11-27	wcgf	威创股份
002309	sz	2009-11-27	zljt	中利集团
002310	sz	2009-11-27	dfyl	东方园林
002311	sz	2009-11-27	hdjt	海大集团
002312	sz	2009-12-03	stkg	三泰控股
002313	sz	2009-12-03	rhtx	日海通讯
002314	sz	2009-12-03	nskg	南山控股
002315	sz	2009-12-09	jdkj	焦点科技
002316	sz	2009-12-09	jqtx	键桥通讯
002317	sz	2009-12-11	zsyy	众生药业
002318	sz	2009-12-11	jltc	久立特材
002319	sz	2009-12-11	ltgf	乐通股份
002320	sz	2009-12-16	hxgf	海峡股份
002321	sz	2009-12-16	hyny	华英农业
002322	sz	2009-12-18	lghk	理工环科
002323	sz	2009-12-18	ybt	雅百特
002324	sz	2009-12-18	plt	普利特
002325	sz	2009-12-22	htgf	洪涛股份
002326	sz	2009-12-22	ytkj	永太科技
002327	sz	2009-12-30	fan	富安娜
002328	sz	2009-12-30	xpgf	新朋股份
002329	sz	2010-01-06	hsjt	皇氏集团
002330	sz	2010-01-06	dls	得利斯
002331	sz	2010-01-06	wtkj	皖通科技
002332	sz	2010-01-12	xjzy	仙琚制药
002333	sz	2010-01-12	lpsj	罗普斯金
002334	sz	2010-01-13	ywt	英威腾
002335	sz	2010-01-13	khhs	科华恒盛
002336	sz	2010-01-13	rl	*ST人乐
002337	sz	2010-01-15	sxkj	赛象科技
002338	sz	2010-01-15	apgd	奥普光电
002339	sz	2010-01-22	jcdz	积成电子
002340	sz	2010-01-22	glm	格林美
002341	sz	2010-01-22	xgkj	新纶科技
002342	sz	2010-01-26	jlsj	巨力索具
002343	sz	2010-01-26	cwcm	慈文传媒
002344	sz	2010-01-26	hnpc	海宁皮城
002345	sz	2010-01-28	chj	潮宏基
002346	sz	2010-01-28	zzgf	柘中股份
002347	sz	2010-01-28	tegf	泰尔股份
002348	sz	2010-02-03	glgf	高乐股份
002349	sz	2010-02-03	jhzy	精华制药
002350	sz	2010-02-03	bjkr	北京科锐
002351	sz	2010-02-05	mbz	漫步者
002352	sz	2010-02-05	sfkg	顺丰控股
002353	sz	2010-02-05	jrgf	杰瑞股份
002354	sz	2010-02-09	tsyl	天神娱乐
002355	sz	2010-02-09	xmzt	兴民智通
002356	sz	2010-02-09	hmjt	赫美集团
002357	sz	2010-02-10	flyy	富临运业
002358	sz	2010-02-10	sydq	森源电气
002359	sz	2010-02-10	qxtt	齐星铁塔
002360	sz	2010-03-03	tdhg	同德化工
002361	sz	2010-03-03	sjgf	神剑股份
002362	sz	2010-03-03	hwkj	汉王科技
002363	sz	2010-03-05	ljjx	隆基机械
002364	sz	2010-03-05	zhdq	中恒电气
002365	sz	2010-03-05	yayy	永安药业
002366	sz	2010-03-12	thhd	台海核电
002367	sz	2010-03-12	kldt	康力电梯
002368	sz	2010-03-12	tjgf	太极股份
002369	sz	2010-03-16	zykj	卓翼科技
002370	sz	2010-03-16	ytyy	亚太药业
002371	sz	2010-03-16	bfhc	北方华创
002372	sz	2010-03-18	wxxc	伟星新材
002373	sz	2010-03-18	qfkj	千方科技
002374	sz	2010-03-18	lpgf	丽鹏股份
002375	sz	2010-03-23	ysgf	亚厦股份
002376	sz	2010-03-23	xby	新北洋
002377	sz	2010-03-23	gcgx	国创高新
002378	sz	2010-03-31	zywy	章源钨业
002379	sz	2010-03-31	lf	*ST鲁丰
002380	sz	2010-03-31	kygf	科远股份
002381	sz	2010-04-02	sjgf	双箭股份
002382	sz	2010-04-02	lfyl	蓝帆医疗
002383	sz	2010-04-02	hzsz	合众思壮
002384	sz	2010-04-09	dsjm	东山精密
002385	sz	2010-04-09	dbn	大北农
002386	sz	2010-04-09	tyjt	天原集团
002387	sz	2010-04-13	hnsp	黑牛食品
002388	sz	2010-04-13	xyzc	新亚制程
002389	sz	2010-04-13	nykj	南洋科技
002390	sz	2010-04-16	xbzy	信邦制药
002391	sz	2010-04-16	cqgf	长青股份
002392	sz	2010-04-23	bjle	北京利尔
002393	sz	2010-04-23	lszy	力生制药
002394	sz	2010-04-23	lfgf	联发股份
002395	sz	2010-04-29	sxgf	双象股份
002396	sz	2010-06-23	xwrj	星网锐捷
002397	sz	2010-04-29	mjgf	梦洁股份
002398	sz	2010-05-06	jyjt	建研集团
002399	sz	2010-05-06	hpr	海普瑞
002400	sz	2010-05-06	sggf	省广股份
002401	sz	2010-05-06	zhkj	中海科技
002402	sz	2010-05-11	het	和而泰
002403	sz	2010-05-11	asd	爱仕达
002404	sz	2010-05-11	jxsc	嘉欣丝绸
002405	sz	2010-05-18	swtx	四维图新
002406	sz	2010-05-18	ydcd	远东传动
002407	sz	2010-05-18	dfd	多氟多
002408	sz	2010-05-18	qxtd	齐翔腾达
002409	sz	2010-05-25	ykkj	雅克科技
002410	sz	2010-05-25	gld	广联达
002411	sz	2010-05-25	bkgf	必康股份
002412	sz	2010-05-25	hszy	汉森制药
002413	sz	2010-05-28	lkfw	雷科防务
002414	sz	2010-07-16	gdhw	高德红外
002415	sz	2010-05-28	hkws	海康威视
002416	sz	2010-05-28	asd	爱施德
002417	sz	2010-06-01	syd	三元达
002418	sz	2010-06-01	ksgf	康盛股份
002419	sz	2010-06-01	thgf	天虹股份
002420	sz	2010-06-01	ycgf	毅昌股份
002421	sz	2010-06-03	dszn	达实智能
002422	sz	2010-06-03	klyy	科伦药业
002423	sz	2010-06-03	zt	*ST中特
002424	sz	2010-06-03	gzbl	贵州百灵
002425	sz	2010-06-08	kswh	凯撒文化
002426	sz	2010-06-08	sljm	胜利精密
002427	sz	2010-06-08	yfgf	尤夫股份
002428	sz	2010-06-08	ynzy	云南锗业
002429	sz	2010-06-10	zcgf	兆驰股份
002430	sz	2010-06-10	hygf	杭氧股份
002431	sz	2010-06-10	zlgf	棕榈股份
002432	sz	2010-06-10	jayl	九安医疗
002433	sz	2010-06-18	tat	太安堂
002434	sz	2010-06-18	wly	万里扬
002435	sz	2010-06-18	cjrf	长江润发
002436	sz	2010-06-18	xskj	兴森科技
002437	sz	2010-06-23	yhyy	誉衡药业
002438	sz	2010-06-23	jsst	江苏神通
002439	sz	2010-06-23	qmxc	启明星辰
002440	sz	2010-07-06	rtgf	闰土股份
002441	sz	2010-07-06	zyd	众业达
002442	sz	2010-07-06	lxhg	龙星化工
002443	sz	2010-07-06	jzgd	金洲管道
002444	sz	2010-07-13	jxkj	巨星科技
002445	sz	2010-07-13	znwh	中南文化
002446	sz	2010-07-13	sltx	盛路通信
002447	sz	2010-07-13	yqgf	壹桥股份
002448	sz	2010-07-16	zynp	中原内配
002449	sz	2010-07-16	gxgd	国星光电
002450	sz	2010-07-16	kdx	康得新
002451	sz	2010-07-20	medq	摩恩电气
002452	sz	2010-07-20	cgjt	长高集团
002453	sz	2010-07-20	tmjh	天马精化
002454	sz	2010-07-20	szgf	松芝股份
002455	sz	2010-08-03	bcgf	百川股份
002456	sz	2010-08-03	ofg	欧菲光
002457	sz	2010-08-03	qlgy	青龙管业
002458	sz	2010-08-10	ysgf	益生股份
002459	sz	2010-08-10	tytl	天业通联
002460	sz	2010-08-10	gfly	赣锋锂业
002461	sz	2010-08-18	zjpj	珠江啤酒
002462	sz	2010-08-18	jst	嘉事堂
002463	sz	2010-08-18	hdgf	沪电股份
002464	sz	2010-08-31	jlkj	金利科技
002465	sz	2010-08-31	hgtx	海格通信
002466	sz	2010-08-31	tqly	天齐锂业
002467	sz	2010-09-08	els	二六三
002468	sz	2010-09-08	stkd	申通快递
002469	sz	2010-09-08	swgc	三维工程
002470	sz	2010-09-08	jzd	金正大
002471	sz	2010-09-10	zckg	中超控股
002472	sz	2010-09-10	shcd	双环传动
002473	sz	2010-09-10	sld	圣莱达
002474	sz	2010-09-15	rjrj	榕基软件
002475	sz	2010-09-15	lxjm	立讯精密
002476	sz	2010-09-15	bmgf	宝莫股份
002477	sz	2010-09-15	cynm	雏鹰农牧
002478	sz	2010-09-21	cbgf	常宝股份
002479	sz	2010-09-21	fchb	富春环保
002480	sz	2010-09-21	xzgf	新筑股份
002481	sz	2010-09-21	stsp	双塔食品
002482	sz	2010-09-29	gtjt	广田集团
002483	sz	2010-09-29	rbgf	润邦股份
002484	sz	2010-09-29	jhgf	江海股份
002485	sz	2010-10-15	xne	希努尔
002486	sz	2010-10-15	jlj	嘉麟杰
002487	sz	2010-10-15	djcg	大金重工
002488	sz	2010-10-21	jggf	金固股份
002489	sz	2010-10-21	zjyq	浙江永强
002490	sz	2010-10-21	*stml	*ST墨龙
002491	sz	2010-10-21	tdhl	通鼎互联
002492	sz	2010-11-02	hjdx	恒基达鑫
002493	sz	2010-11-02	rssh	荣盛石化
002494	sz	2010-11-02	hsgf	华斯股份
002495	sz	2010-11-02	jlgf	佳隆股份
002496	sz	2010-11-09	hfgf	辉丰股份
002497	sz	2010-11-09	yhjt	雅化集团
002498	sz	2010-11-09	hlgf	汉缆股份
002499	sz	2010-11-09	klhb	科林环保
002500	sz	2010-11-15	sxzq	山西证券
002501	sz	2010-11-17	lyjz	利源精制
002502	sz	2010-11-17	hwwh	骅威文化
002503	sz	2010-11-17	syt	搜于特
002504	sz	2010-11-18	hgcy	弘高创意
002505	sz	2010-11-18	dkny	大康农业
002506	sz	2010-11-18	xxjc	协鑫集成
002507	sz	2010-11-23	flzc	涪陵榨菜
002508	sz	2010-11-23	lbdq	老板电器
002509	sz	2010-11-23	tgzm	天广中茂
002510	sz	2010-11-25	tqm	天汽模
002511	sz	2010-11-25	zsjr	中顺洁柔
002512	sz	2010-12-03	dhzn	达华智能
002513	sz	2010-12-03	lfsh	蓝丰生化
002514	sz	2010-12-03	bxkj	宝馨科技
002515	sz	2010-12-03	jzht	金字火腿
002516	sz	2010-12-07	kdkj	旷达科技
002517	sz	2010-12-07	kywl	恺英网络
002518	sz	2010-12-07	ksd	科士达
002519	sz	2010-12-07	yhdz	银河电子
002520	sz	2010-12-10	rfjj	日发精机
002521	sz	2010-12-10	qfxc	齐峰新材
002522	sz	2010-12-10	zjzc	浙江众成
002523	sz	2010-12-10	tqqc	天桥起重
002524	sz	2010-12-17	gzjt	光正集团
002526	sz	2010-12-17	sdkj	山东矿机
002527	sz	2010-12-24	xsd	新时达
002528	sz	2010-12-24	yft	英飞拓
002529	sz	2010-12-24	hyjx	海源机械
002530	sz	2010-12-31	fdgf	丰东股份
002531	sz	2010-12-31	tsfn	天顺风能
002532	sz	2010-12-31	xjby	新界泵业
002533	sz	2010-12-31	jbdg	金杯电工
002534	sz	2011-01-10	hggf	杭锅股份
002535	sz	2011-01-11	lzcj	林州重机
002536	sz	2011-01-11	xbgf	西泵股份
002537	sz	2011-01-10	hlmd	海立美达
002538	sz	2011-01-18	set	司尔特
002539	sz	2011-01-18	ytkg	云图控股
002540	sz	2011-01-18	ytkj	亚太科技
002541	sz	2011-01-18	hlgg	鸿路钢构
002542	sz	2011-01-28	zhyt	中化岩土
002543	sz	2011-01-28	whdq	万和电气
002544	sz	2011-01-28	jskj	杰赛科技
002545	sz	2011-02-11	dftt	东方铁塔
002546	sz	2011-02-11	xldz	新联电子
002547	sz	2011-02-18	cxjg	春兴精工
002548	sz	2011-02-18	jxn	金新农
002549	sz	2011-02-18	kmtq	凯美特气
002550	sz	2011-02-18	qhzy	千红制药
002551	sz	2011-02-25	sryl	尚荣医疗
002552	sz	2011-02-25	bdkj	宝鼎科技
002553	sz	2011-02-25	nfzc	南方轴承
002554	sz	2011-02-25	hbp	惠博普
002555	sz	2011-03-02	sqhy	三七互娱
002556	sz	2011-03-02	hlgf	辉隆股份
002557	sz	2011-03-02	qqsp	洽洽食品
002558	sz	2011-03-02	sjyl	世纪游轮
002559	sz	2011-03-03	ywgf	亚威股份
002560	sz	2011-03-03	tdgf	通达股份
002561	sz	2011-03-03	xjh	徐家汇
002562	sz	2011-03-10	xdkj	兄弟科技
002563	sz	2011-03-11	smfs	森马服饰
002564	sz	2011-03-10	twkj	天沃科技
002565	sz	2011-03-18	shgf	顺灏股份
002566	sz	2011-03-18	ysyy	益盛药业
002567	sz	2011-03-25	trs	唐人神
002568	sz	2011-03-25	brgf	百润股份
002569	sz	2011-04-12	bsgf	步森股份
002570	sz	2011-04-12	bym	贝因美
002571	sz	2011-04-12	dlgf	德力股份
002572	sz	2011-04-12	sfy	索菲亚
002573	sz	2011-04-22	qxhj	清新环境
002574	sz	2011-04-22	mpzb	明牌珠宝
002575	sz	2011-04-22	qxwj	群兴玩具
002576	sz	2011-04-28	tddl	通达动力
002577	sz	2011-04-28	lbkj	雷柏科技
002578	sz	2011-04-28	mfly	闽发铝业
002579	sz	2011-05-06	zjdz	中京电子
002580	sz	2011-05-06	sygf	圣阳股份
002581	sz	2011-05-20	wmyy	未名医药
002582	sz	2011-05-20	hxn	好想你
002583	sz	2011-05-27	hnd	海能达
002584	sz	2011-06-02	xlkx	西陇科学
002585	sz	2011-06-02	sxxc	双星新材
002586	sz	2011-06-02	whgf	围海股份
002587	sz	2011-06-10	atdz	奥拓电子
002588	sz	2011-06-10	sdl	史丹利
002589	sz	2011-06-10	rkyy	瑞康医药
002590	sz	2011-06-10	wakj	万安科技
002591	sz	2011-06-21	hdgx	恒大高新
002592	sz	2011-11-11	blkj	八菱科技
002593	sz	2011-06-28	rsjt	日上集团
002594	sz	2011-06-30	byd	比亚迪
002595	sz	2011-06-28	hmkj	豪迈科技
002596	sz	2011-07-07	hnrz	海南瑞泽
002597	sz	2011-07-07	jhsy	金禾实业
002598	sz	2011-07-07	sdzg	山东章鼓
002599	sz	2011-07-15	stgf	盛通股份
002600	sz	2011-07-15	jfcc	江粉磁材
002601	sz	2011-07-15	lmbl	龙蟒佰利
002602	sz	2011-07-28	sjht	世纪华通
002603	sz	2011-07-28	ylyy	以岭药业
002604	sz	2011-07-28	llsw	龙力生物
002605	sz	2011-08-05	yjpk	姚记扑克
002606	sz	2011-08-05	dldc	大连电瓷
002607	sz	2011-08-10	yxqc	亚夏汽车
002608	sz	2011-08-10	sc	*ST舜船
002609	sz	2011-08-15	jskj	捷顺科技
002610	sz	2011-08-15	akkj	爱康科技
002611	sz	2011-08-30	dfjg	东方精工
002612	sz	2011-08-30	lzgf	朗姿股份
002613	sz	2011-08-30	bbgf	北玻股份
002614	sz	2011-09-09	mfl	蒙发利
002615	sz	2011-09-09	hes	哈尔斯
002616	sz	2011-09-20	cqjt	长青集团
002617	sz	2011-09-20	lxkj	露笑科技
002618	sz	2011-09-20	dbkj	丹邦科技
002619	sz	2011-09-29	jlgy	巨龙管业
002620	sz	2011-09-29	rhgf	瑞和股份
002621	sz	2011-09-29	slgf	三垒股份
002622	sz	2011-10-18	ryjt	融钰集团
002623	sz	2011-10-13	ymd	亚玛顿
002624	sz	2011-10-28	wmsj	完美世界
002625	sz	2011-11-03	lsgf	龙生股份
002626	sz	2011-10-28	jdw	金达威
002627	sz	2011-11-03	ycjy	宜昌交运
002628	sz	2011-11-03	cdlq	成都路桥
002629	sz	2011-11-03	rzgf	仁智股份
002630	sz	2011-11-11	hxny	华西能源
002631	sz	2011-11-11	dewl	德尔未来
002632	sz	2011-11-22	dmgx	道明光学
002633	sz	2011-11-22	skgf	申科股份
002634	sz	2011-12-05	bjgf	棒杰股份
002635	sz	2011-11-25	ajkj	安洁科技
002636	sz	2011-11-25	jagj	金安国纪
002637	sz	2011-11-25	zykj	赞宇科技
002638	sz	2011-11-25	qsgf	勤上股份
002639	sz	2011-12-05	xrgf	雪人股份
002640	sz	2011-12-08	kjt	跨境通
002641	sz	2011-12-08	yggf	永高股份
002642	sz	2011-12-20	rzl	荣之联
002643	sz	2011-12-20	wrgf	万润股份
002644	sz	2011-12-22	fczy	佛慈制药
002645	sz	2011-12-20	hhkj	华宏科技
002646	sz	2011-12-22	qqkj	青青稞酒
002647	sz	2011-12-28	msjk	民盛金科
002648	sz	2011-12-28	wxsh	卫星石化
002649	sz	2012-01-06	bykj	博彦科技
002650	sz	2012-01-06	jjsp	加加食品
002651	sz	2012-01-06	ljgf	利君股份
002652	sz	2012-01-19	yzxc	扬子新材
002653	sz	2012-01-17	hsk	海思科
002654	sz	2012-02-17	wrkj	万润科技
002655	sz	2012-02-17	gdds	共达电声
002656	sz	2012-02-28	mddd	摩登大道
002657	sz	2012-02-28	zkjc	中科金财
002658	sz	2012-03-09	xdl	雪迪龙
002659	sz	2012-03-09	ztql	中泰桥梁
002660	sz	2012-03-16	msdy	茂硕电源
002661	sz	2012-03-16	kmmy	克明面业
002662	sz	2012-03-09	jwgf	京威股份
002663	sz	2012-03-16	pbgf	普邦股份
002664	sz	2012-03-16	xzdj	信质电机
002665	sz	2012-03-27	shjn	首航节能
002666	sz	2012-03-27	dljt	德联集团
002667	sz	2012-03-29	acgf	鞍重股份
002668	sz	2012-04-16	amdq	奥马电器
002669	sz	2012-04-16	kdxc	康达新材
002670	sz	2012-04-16	gsjk	国盛金控
002671	sz	2012-04-26	lqgf	龙泉股份
002672	sz	2012-04-26	djhb	东江环保
002673	sz	2012-05-03	xbzq	西部证券
002674	sz	2012-05-07	xykj	兴业科技
002675	sz	2012-05-25	dcyy	东诚药业
002676	sz	2012-05-25	swgf	顺威股份
002677	sz	2012-05-25	zjmd	浙江美大
002678	sz	2012-05-30	zjgq	珠江钢琴
002679	sz	2012-06-05	fjjs	福建金森
002680	sz	2012-06-05	cssw	长生生物
002681	sz	2012-06-05	fdkj	奋达科技
002682	sz	2012-06-12	lzgf	龙洲股份
002683	sz	2012-06-12	hdbp	宏大爆破
002684	sz	2012-06-12	mskj	猛狮科技
002685	sz	2012-06-12	hdcj	华东重机
002686	sz	2012-07-03	yld	亿利达
002687	sz	2012-07-13	qzb	乔治白
002688	sz	2012-07-13	jhsw	金河生物
002689	sz	2012-07-17	ydzn	远大智能
002690	sz	2012-07-31	mygd	美亚光电
002691	sz	2012-07-31	jkgf	冀凯股份
002692	sz	2012-08-08	rkgf	睿康股份
002693	sz	2012-08-08	scyy	双成药业
002694	sz	2012-08-16	gdkj	顾地科技
002695	sz	2012-09-05	hsh	煌上煌
002696	sz	2012-09-05	bygf	百洋股份
002697	sz	2012-09-05	hqls	红旗连锁
002698	sz	2012-09-11	bsgf	博实股份
002699	sz	2012-09-11	mswh	美盛文化
002700	sz	2012-09-21	xjhy	新疆浩源
002701	sz	2012-10-11	arj	奥瑞金
002702	sz	2012-10-11	hxsp	海欣食品
002703	sz	2012-11-02	zjsb	浙江世宝
002705	sz	2014-01-21	xbgf	新宝股份
002706	sz	2014-01-21	lxdq	良信电器
002707	sz	2014-01-23	zxly	众信旅游
002708	sz	2014-01-21	gygf	光洋股份
002709	sz	2014-01-23	tccl	天赐材料
002711	sz	2014-01-27	opzw	欧浦智网
002712	sz	2014-01-23	smcm	思美传媒
002713	sz	2014-02-19	dyrs	东易日盛
002714	sz	2014-01-28	mygf	牧原股份
002715	sz	2014-02-19	dygf	登云股份
002716	sz	2014-01-28	jgyy	金贵银业
002717	sz	2014-02-19	lnyl	岭南园林
002718	sz	2014-01-28	ybdd	友邦吊顶
002719	sz	2014-01-28	mqe	麦趣尔
002721	sz	2014-01-27	jywh	金一文化
002722	sz	2014-01-28	jlgf	金轮股份
002723	sz	2014-01-29	jlt	金莱特
002724	sz	2014-11-04	hyw	海洋王
002725	sz	2014-01-29	ylgf	跃岭股份
