code	market	time	pinyin	name
002726	sz	2014-06-26	ldrs	龙大肉食
002727	sz	2014-07-02	yxt	一心堂
002728	sz	2014-07-31	tyyy	特一药业
002729	sz	2014-09-12	hll	好利来
002730	sz	2014-10-09	dgkj	电光科技
002731	sz	2014-11-04	chzb	萃华珠宝
002732	sz	2014-12-05	ytry	燕塘乳业
002733	sz	2014-12-03	xtgf	雄韬股份
002734	sz	2015-01-27	lmgf	利民股份
002735	sz	2014-12-03	wzxc	王子新材
002736	sz	2014-12-29	gxzq	国信证券
002737	sz	2014-12-30	khyy	葵花药业
002738	sz	2014-12-30	zkzy	中矿资源
002739	sz	2015-01-22	wdyx	万达院线
002740	sz	2015-01-22	ade	爱迪尔
002741	sz	2015-02-16	ghkj	光华科技
002742	sz	2015-02-17	ssgf	三圣股份
002743	sz	2015-02-17	fhgg	富煌钢构
002745	sz	2015-02-17	mls	木林森
002746	sz	2015-02-16	xtgf	仙坛股份
002747	sz	2015-03-20	asd	埃斯顿
002748	sz	2015-03-19	slsy	世龙实业
002749	sz	2015-03-20	gggf	国光股份
002750	sz	2015-03-24	ljyy	龙津药业
002751	sz	2015-04-24	yszs	易尚展示
002752	sz	2015-04-22	xgf	昇兴股份
002753	sz	2015-05-19	ydgf	永东股份
002755	sz	2015-05-15	dfxx	东方新星
002756	sz	2015-05-15	yxtg	永兴特钢
002757	sz	2015-05-27	nxzb	南兴装备
002758	sz	2015-05-27	htyy	华通医药
002759	sz	2015-05-28	tjgf	天际股份
002760	sz	2015-06-11	fxgf	凤形股份
002761	sz	2015-06-10	dxa	多喜爱
002762	sz	2015-06-10	jflb	金发拉比
002763	sz	2015-06-10	hjgf	汇洁股份
002765	sz	2015-06-12	ldcd	蓝黛传动
002766	sz	2015-06-11	slgf	索菱股份
002767	sz	2015-06-12	xfdz	先锋电子
002768	sz	2015-06-30	gegf	国恩股份
002769	sz	2015-06-29	plt	普路通
002770	sz	2015-06-30	kdry	科迪乳业
002771	sz	2015-06-29	zst	真视通
002772	sz	2015-06-26	zxjy	众兴菌业
002773	sz	2015-06-26	khyy	康弘药业
002774	sz	2017-03-24	kydt	快意电梯
002775	sz	2015-06-29	wkyl	文科园林
002776	sz	2015-06-26	bbl	柏堡龙
002777	sz	2015-12-31	jyyh	久远银海
002778	sz	2016-01-06	gksh	高科石化
002779	sz	2015-12-09	zjkj	中坚科技
002780	sz	2015-12-09	sfhw	三夫户外
002781	sz	2015-12-22	qxgf	奇信股份
002782	sz	2015-12-22	klk	可立克
002783	sz	2015-12-09	klgf	凯龙股份
002785	sz	2015-12-23	wls	万里石
002786	sz	2015-12-23	ybsx	银宝山新
002787	sz	2015-12-31	hykg	华源控股
002788	sz	2016-02-18	lyyy	鹭燕医药
002789	sz	2016-03-11	jyjt	建艺集团
002790	sz	2016-03-08	ret	瑞尔特
002791	sz	2016-03-29	jlwj	坚朗五金
002792	sz	2016-03-28	tytx	通宇通讯
002793	sz	2016-04-15	dygf	东音股份
002795	sz	2016-04-28	yhzk	永和智控
002796	sz	2016-05-10	sjkj	世嘉科技
002797	sz	2016-05-11	dycy	第一创业
002798	sz	2016-05-25	dwjj	帝王洁具
002799	sz	2016-06-08	hqyw	环球印务
002800	sz	2016-05-30	tsgf	天顺股份
002801	sz	2016-06-22	wggf	微光股份
002802	sz	2016-06-29	hhxc	洪汇新材
002803	sz	2016-07-12	jhgf	吉宏股份
002805	sz	2016-07-07	fygf	丰元股份
002806	sz	2016-07-26	hfgf	华锋股份
002807	sz	2016-09-02	jyyx	江阴银行
002808	sz	2016-08-12	szhj	苏州恒久
002809	sz	2016-08-23	hqgf	红墙股份
002810	sz	2016-08-26	sdhd	山东赫达
002811	sz	2016-09-08	ytgj	亚泰国际
002812	sz	2016-09-14	cxgf	创新股份
002813	sz	2016-10-12	lckj	路畅科技
002815	sz	2016-10-12	cdjs	崇达技术
002816	sz	2016-10-25	hkd	和科达
002817	sz	2016-10-25	hsjn	黄山胶囊
002818	sz	2016-11-09	fsm	富森美
002819	sz	2016-11-11	dfzk	东方中科
002820	sz	2016-11-18	gfx	桂发祥
002821	sz	2016-11-18	kly	凯莱英
002822	sz	2016-11-29	zzjs	中装建设
002823	sz	2016-11-24	kzjm	凯中精密
002824	sz	2017-01-12	hsgf	和胜股份
002825	sz	2016-11-29	negf	纳尔股份
002826	sz	2016-12-09	ymyy	易明医药
002827	sz	2016-12-09	gzmb	高争民爆
002828	sz	2016-12-08	bkny	贝肯能源
002829	sz	2016-12-13	xwyd	星网宇达
002830	sz	2016-12-13	mdgf	名雕股份
002831	sz	2016-12-16	ytkj	裕同科技
002832	sz	2016-12-23	bylf	比音勒芬
002833	sz	2016-12-28	hysk	弘亚数控
002835	sz	2016-12-28	twgf	同为股份
002836	sz	2016-12-29	xhz	新宏泽
002837	sz	2016-12-29	ywk	英维克
002838	sz	2017-01-06	degf	道恩股份
002839	sz	2017-01-24	zjgx	张家港行
002840	sz	2017-01-10	htgf	华统股份
002841	sz	2017-01-19	sygf	视源股份
002842	sz	2017-01-19	xlwy	翔鹭钨业
002843	sz	2017-01-20	tjgf	泰嘉股份
002845	sz	2017-01-25	txd	同兴达
002846	sz	2017-02-07	ylgf	英联股份
002847	sz	2017-02-08	yjpz	盐津铺子
002848	sz	2017-02-13	gsbe	高斯贝尔
002849	sz	2017-02-17	wxzn	威星智能
002850	sz	2017-03-02	kdl	科达利
002851	sz	2017-03-06	mgmt	麦格米特
002852	sz	2017-03-10	ddq	道道全
002853	sz	2017-03-10	pan	皮阿诺
002855	sz	2017-03-21	jrjs	捷荣技术
002856	sz	2017-03-20	mzgf	美芝股份
002857	sz	2017-03-23	shdq	三晖电气
002858	sz	2017-03-24	lssc	力盛赛车
002859	sz	2017-04-07	jmkj	洁美科技
002860	sz	2017-04-12	xse	星帅尔
002861	sz	2017-04-13	yttx	瀛通通讯
002862	sz	2017-04-11	sfwh	实丰文化
200011	sz	1992-03-30	swy	深物业B
200012	sz	1992-02-28	nbｂ	南 玻Ｂ
200016	sz	1992-03-27	skjｂ	深康佳Ｂ
200017	sz	1992-03-31	szh	深中华B
200018	sz	1992-06-16	sz	神州B
200019	sz	1992-10-12	ssbｂ	深深宝Ｂ
200020	sz	1992-04-28	shfｂ	深华发Ｂ
200022	sz	1993-05-05	scwｂ	深赤湾Ｂ
200025	sz	1993-06-21	tlｂ	特 力Ｂ
200026	sz	1993-06-03	fydｂ	飞亚达Ｂ
200028	sz	1993-08-09	yzｂ	一致Ｂ
200029	sz	1994-01-10	ssfｂ	深深房Ｂ
200030	sz	1993-09-29	fa	富奥B
200037	sz	1994-11-28	sndb	深南电B
200045	sz	1994-08-15	sfzｂ	深纺织Ｂ
200053	sz	1995-07-28	sjdｂ	深基地Ｂ
200054	sz	1995-07-25	jmb	建摩B
200055	sz	1995-11-29	fdｂ	方大Ｂ
200056	sz	1995-10-30	ht	皇庭B
200058	sz	1996-07-22	ssg	深赛格B
200152	sz	2000-09-12	shｂ	山 航Ｂ
200160	sz	2000-09-29	njb	南江B
200168	sz	2000-10-27	sb	舜喆B
200413	sz	1996-07-08	dx	东旭B
200418	sz	1996-07-18	xteｂ	小天鹅Ｂ
200429	sz	1996-08-15	ygsｂ	粤高速Ｂ
200468	sz	1997-05-22	*stntb	*ST宁通B
200488	sz	1997-05-26	cmｂ	晨 鸣Ｂ
200505	sz	1995-06-29	zj	*ST珠江B
200512	sz	1993-06-30	mckｂ	闽灿坤Ｂ
200521	sz	1996-08-28	wmlｂ	皖美菱Ｂ
200530	sz	1998-03-20	dlｂ	大 冷Ｂ
200539	sz	1995-06-28	ydlｂ	粤电力Ｂ
200541	sz	1995-08-08	yzmｂ	粤照明Ｂ
200550	sz	1995-09-29	jlｂ	江 铃Ｂ
200553	sz	1997-05-15	sldｂ	沙隆达Ｂ
200570	sz	1996-09-13	sccｂ	苏常柴Ｂ
200581	sz	1995-09-11	swfｂ	苏威孚Ｂ
200596	sz	1996-06-12	gjgｂ	古井贡Ｂ
200613	sz	1996-10-08	*stdhb	*ST东海B
200625	sz	1996-11-08	caｂ	长 安Ｂ
200706	sz	1997-03-25	*stwzb	*ST瓦轴B
200725	sz	1997-06-10	jdfｂ	京东方Ｂ
200726	sz	1997-08-19	ltｂ	鲁 泰Ｂ
200761	sz	1997-07-08	bgbｂ	本钢板Ｂ
200771	sz	1998-04-28	hqlｂ	杭汽轮Ｂ
200869	sz	1997-09-23	zyｂ	张 裕Ｂ
200986	sz	2000-07-06	yhbｂ	粤华包Ｂ
200992	sz	2000-07-24	zlｂ	中 鲁Ｂ
300001	sz	2009-10-30	trd	特锐德
300002	sz	2009-10-30	szty	神州泰岳
300003	sz	2009-10-30	lpyl	乐普医疗
300004	sz	2009-10-30	nfgf	南风股份
300005	sz	2009-10-30	tlz	探路者
300006	sz	2009-10-30	lmyy	莱美药业
300007	sz	2009-10-30	hwdz	汉威电子
300008	sz	2009-10-30	thfw	天海防务
300009	sz	2009-10-30	aksw	安科生物
300010	sz	2009-10-30	lsc	立思辰
300011	sz	2009-10-30	dhjs	鼎汉技术
300012	sz	2009-10-30	hcjc	华测检测
300013	sz	2009-10-30	xnwl	新宁物流
300014	sz	2009-10-30	ywln	亿纬锂能
300015	sz	2009-10-30	aeyk	爱尔眼科
300016	sz	2009-10-30	blyy	北陆药业
300017	sz	2009-10-30	wskj	网宿科技
300018	sz	2009-10-30	zygf	中元股份
300019	sz	2009-10-30	gbkj	硅宝科技
300020	sz	2009-10-30	yjgf	银江股份
300021	sz	2009-10-30	dyjs	大禹节水
300022	sz	2009-10-30	jfnj	吉峰农机
300023	sz	2009-10-30	bdgf	宝德股份
300024	sz	2009-10-30	jqr	机器人
300025	sz	2009-10-30	hxcy	华星创业
300026	sz	2009-10-30	hryy	红日药业
300027	sz	2009-10-30	hyxd	华谊兄弟
300028	sz	2009-10-30	jykj	金亚科技
300029	sz	2009-12-25	tlgd	天龙光电
300030	sz	2009-12-25	ypyl	阳普医疗
300031	sz	2009-12-25	btkj	宝通科技
300032	sz	2009-12-25	jljd	金龙机电
300033	sz	2009-12-25	ths	同花顺
300034	sz	2009-12-25	gygn	钢研高纳
300035	sz	2009-12-25	zkdq	中科电气
300036	sz	2009-12-25	ctrj	超图软件
300037	sz	2010-01-08	xzb	新宙邦
300038	sz	2010-01-08	mtn	梅泰诺
300039	sz	2010-01-08	shkb	上海凯宝
300040	sz	2010-01-08	jzdq	九洲电气
300041	sz	2010-01-08	htxc	回天新材
300042	sz	2010-01-08	lkkj	朗科科技
300043	sz	2010-01-20	xhyl	星辉娱乐
300044	sz	2010-01-20	swzn	赛为智能
300045	sz	2010-01-20	hlct	华力创通
300046	sz	2010-01-20	tjgf	台基股份
300047	sz	2010-01-20	tydk	天源迪科
300048	sz	2010-01-20	hkxn	合康新能
300049	sz	2010-01-20	frgf	福瑞股份
300050	sz	2010-01-20	sjdl	世纪鼎利
300051	sz	2010-02-11	swhl	三五互联
300052	sz	2010-02-11	zqb	中青宝
300053	sz	2010-02-11	obt	欧比特
300054	sz	2010-02-11	dlgf	鼎龙股份
300055	sz	2010-02-26	wbd	万邦达
300056	sz	2010-02-26	sws	三维丝
300057	sz	2010-02-26	wsgf	万顺股份
300058	sz	2010-02-26	lsgb	蓝色光标
300059	sz	2010-03-19	dfcf	东方财富
300061	sz	2010-03-19	knt	康耐特
300062	sz	2010-03-19	zndq	中能电气
300063	sz	2010-03-26	tljt	天龙集团
300064	sz	2010-03-26	yjgs	豫金刚石
300065	sz	2010-03-26	hlx	海兰信
300066	sz	2010-03-26	sczh	三川智慧
300067	sz	2010-04-21	anq	安诺其
300068	sz	2010-04-21	nddy	南都电源
300069	sz	2010-04-21	jlhd	金利华电
300070	sz	2010-04-21	bsy	碧水源
300071	sz	2010-04-21	hyjx	华谊嘉信
300072	sz	2010-04-27	sjhb	三聚环保
300073	sz	2010-04-27	dskj	当升科技
300074	sz	2010-04-27	hpgf	华平股份
300075	sz	2010-04-27	szzt	数字政通
300076	sz	2010-04-30	sx	GQY视讯
300077	sz	2010-04-30	gmjs	国民技术
300078	sz	2010-04-30	scyh	思创医惠
300079	sz	2010-04-30	smsx	数码视讯
300080	sz	2010-06-25	ycxn	易成新能
300081	sz	2010-05-20	hxyd	恒信移动
300082	sz	2010-05-20	akgf	奥克股份
300083	sz	2010-05-20	jsjm	劲胜精密
300084	sz	2010-05-20	hmkj	海默科技
300085	sz	2010-05-26	yzj	银之杰
300086	sz	2010-05-26	kzyy	康芝药业
300087	sz	2010-05-26	qygk	荃银高科
300088	sz	2010-05-26	cxkj	长信科技
300089	sz	2010-06-25	whcc	文化长城
300090	sz	2010-06-25	syhb	盛运环保
300091	sz	2010-06-25	jtl	金通灵
300092	sz	2010-07-08	kxjd	科新机电
300093	sz	2010-07-08	jgbl	金刚玻璃
300094	sz	2010-07-08	glsc	国联水产
300095	sz	2010-07-28	hwgf	华伍股份
300096	sz	2010-07-28	ylz	易联众
300097	sz	2010-07-28	zygf	智云股份
300098	sz	2010-07-28	gxx	高新兴
300099	sz	2010-08-06	jzxx	精准信息
300100	sz	2010-08-06	slgf	双林股份
300101	sz	2010-08-06	zxkj	振芯科技
300102	sz	2010-08-12	qzgd	乾照光电
300103	sz	2010-08-12	dglj	达刚路机
300104	sz	2010-08-12	lsw	乐视网
300105	sz	2010-08-20	lyjs	龙源技术
300106	sz	2010-08-20	xbmy	西部牧业
300107	sz	2010-08-20	jxgf	建新股份
300108	sz	2010-08-25	slgf	双龙股份
300109	sz	2010-08-25	xky	新开源
300110	sz	2010-08-25	hryy	华仁药业
300111	sz	2010-08-27	xrk	向日葵
300112	sz	2010-08-27	wxzk	万讯自控
300113	sz	2010-08-27	swkj	顺网科技
300114	sz	2010-08-27	zhdc	中航电测
300115	sz	2010-09-02	cyjm	长盈精密
300116	sz	2010-09-02	jrwn	坚瑞沃能
300117	sz	2010-09-02	jygf	嘉寓股份
300118	sz	2010-09-02	dfrs	东方日升
300119	sz	2010-09-17	rpsw	瑞普生物
300120	sz	2010-09-17	jwdc	经纬电材
300121	sz	2010-09-17	yght	阳谷华泰
300122	sz	2010-09-28	zfsw	智飞生物
300123	sz	2010-09-28	tyn	太阳鸟
300124	sz	2010-09-28	hcjs	汇川技术
300125	sz	2010-10-13	ysd	易世达
300126	sz	2010-10-13	rqgf	锐奇股份
300127	sz	2010-10-13	yhct	银河磁体
300128	sz	2010-10-13	jfjs	锦富技术
300129	sz	2010-10-19	tsfn	泰胜风能
300130	sz	2010-10-19	xgd	新国都
300131	sz	2010-10-19	ytzk	英唐智控
300132	sz	2010-10-26	qsgf	青松股份
300133	sz	2010-10-26	hcys	华策影视
300134	sz	2010-10-26	dfkj	大富科技
300135	sz	2010-10-26	blgj	宝利国际
300136	sz	2010-11-05	xwtx	信维通信
300137	sz	2010-11-05	xhhb	先河环保
300138	sz	2010-11-05	cgsw	晨光生物
300139	sz	2010-11-12	xckj	晓程科技
300140	sz	2010-11-12	zhzb	中环装备
300141	sz	2010-11-12	hsdq	和顺电气
300142	sz	2010-11-12	wssw	沃森生物
300143	sz	2010-12-09	xhsw	星河生物
300144	sz	2010-12-09	scyy	宋城演艺
300145	sz	2010-12-09	zjhj	中金环境
300146	sz	2010-12-15	tcbj	汤臣倍健
300147	sz	2010-12-15	xxzy	香雪制药
300148	sz	2010-12-15	tzwh	天舟文化
300149	sz	2010-12-22	lzgk	量子高科
300150	sz	2010-12-22	sjre	世纪瑞尔
300151	sz	2010-12-22	chkj	昌红科技
300152	sz	2010-12-29	krhj	科融环境
300153	sz	2010-12-29	ktdy	科泰电源
300154	sz	2010-12-29	rlgf	瑞凌股份
300155	sz	2011-01-07	ajb	安居宝
300156	sz	2011-01-07	swhb	神雾环保
300157	sz	2011-01-07	htap	恒泰艾普
300158	sz	2011-01-07	zdzy	振东制药
300159	sz	2011-01-07	xygf	新研股份
300160	sz	2011-01-13	xqgf	秀强股份
300161	sz	2011-01-13	hzsk	华中数控
300162	sz	2011-01-13	lmgf	雷曼股份
300163	sz	2011-01-13	xfxc	先锋新材
300164	sz	2011-01-13	tysy	通源石油
300165	sz	2011-01-25	tryq	天瑞仪器
300166	sz	2011-01-25	dfgx	东方国信
300167	sz	2011-01-25	dwsx	迪威视讯
300168	sz	2011-01-25	wdxx	万达信息
300169	sz	2011-01-25	tsxc	天晟新材
300170	sz	2011-02-01	hdxx	汉得信息
300171	sz	2011-02-01	dfl	东富龙
300172	sz	2011-02-01	zdhb	中电环保
300173	sz	2011-02-01	zhsd	智慧松德
300174	sz	2011-02-01	ylgf	元力股份
300175	sz	2011-02-15	lygf	朗源股份
300176	sz	2011-02-15	htjm	鸿特精密
300177	sz	2011-02-15	zhd	中海达
300178	sz	2011-02-15	tbgj	腾邦国际
300179	sz	2011-02-15	sfd	四方达
300180	sz	2011-02-22	hfcx	华峰超纤
300181	sz	2011-02-22	zlyy	佐力药业
300182	sz	2011-02-22	jcgf	捷成股份
300183	sz	2011-02-22	drzb	东软载波
300184	sz	2011-02-22	lyxx	力源信息
300185	sz	2011-03-08	tycg	通裕重工
300187	sz	2011-03-08	yqhb	永清环保
300188	sz	2011-03-16	mybk	美亚柏科
300189	sz	2011-03-16	snjy	神农基因
300190	sz	2011-03-16	wel	维尔利
300191	sz	2011-03-16	qnhx	潜能恒信
300192	sz	2011-03-22	kswd	科斯伍德
300193	sz	2011-03-22	jskj	佳士科技
300194	sz	2011-03-22	fayy	福安药业
300195	sz	2011-03-29	crgf	长荣股份
300196	sz	2011-03-29	chgf	长海股份
300197	sz	2011-03-29	thst	铁汉生态
300198	sz	2011-04-07	ncgf	纳川股份
300199	sz	2011-04-07	hyyy	翰宇药业
300200	sz	2011-04-07	gmxc	高盟新材
300201	sz	2011-04-07	hlz	海伦哲
300202	sz	2011-04-15	jlgf	聚龙股份
300203	sz	2011-04-15	jgkj	聚光科技
300204	sz	2011-04-15	sts	舒泰神
300205	sz	2011-04-21	tyxx	天喻信息
300206	sz	2011-04-21	lbyq	理邦仪器
300207	sz	2011-04-21	xwd	欣旺达
300208	sz	2011-04-26	hsz	恒顺众昇
300209	sz	2011-04-26	tzxx	天泽信息
300210	sz	2011-04-26	sygf	森远股份
300211	sz	2011-05-05	ytkj	亿通科技
300212	sz	2011-05-05	yhl	易华录
300213	sz	2011-05-05	jxfh	佳讯飞鸿
300214	sz	2011-05-11	rkhx	日科化学
300215	sz	2011-05-11	dky	电科院
300216	sz	2011-05-11	qsyj	千山药机
300217	sz	2011-05-18	dfdr	东方电热
300218	sz	2011-05-18	algf	安利股份
300219	sz	2011-05-18	hlzh	鸿利智汇
300220	sz	2011-05-25	jyjg	金运激光
300221	sz	2011-05-25	yxkj	银禧科技
300222	sz	2011-05-25	kdzn	科大智能
300223	sz	2011-05-31	bjjz	北京君正
300224	sz	2011-05-31	zhcc	正海磁材
300225	sz	2011-05-31	jlt	金力泰
300226	sz	2011-06-08	shgl	上海钢联
300227	sz	2011-06-08	gyd	光韵达
300228	sz	2011-06-08	frtz	富瑞特装
300229	sz	2011-06-15	tes	拓尔思
300230	sz	2011-06-15	ylgf	永利股份
300231	sz	2011-06-15	yxkj	银信科技
300232	sz	2011-06-22	zmkj	洲明科技
300233	sz	2011-06-22	jcyy	金城医药
300234	sz	2011-06-22	kexc	开尔新材
300235	sz	2011-06-29	fzkj	方直科技
300236	sz	2011-06-29	shxy	上海新阳
300237	sz	2011-06-29	mckj	美晨科技
300238	sz	2011-07-06	ghsw	冠昊生物
300239	sz	2011-07-06	dbsw	东宝生物
300240	sz	2011-07-06	fld	飞力达
300241	sz	2011-07-12	rfgd	瑞丰光电
300242	sz	2011-07-12	mjlh	明家联合
300243	sz	2011-07-12	rfgc	瑞丰高材
300244	sz	2011-07-19	dazd	迪安诊断
300245	sz	2011-07-19	tjkj	天玑科技
300246	sz	2011-07-19	blt	宝莱特
300247	sz	2011-07-29	ljjk	乐金健康
300248	sz	2011-07-29	xkp	新开普
300249	sz	2011-08-03	ymk	依米康
300250	sz	2011-08-03	clxx	初灵信息
300251	sz	2011-08-03	gxcm	光线传媒
300252	sz	2011-08-18	jxn	金信诺
300253	sz	2011-08-18	wnjk	卫宁健康
300254	sz	2011-08-19	qyyy	仟源医药
300255	sz	2011-08-19	csyy	常山药业
300256	sz	2011-08-19	xxkj	星星科技
300257	sz	2011-08-19	ksgf	开山股份
300258	sz	2011-08-26	jdkj	精锻科技
300259	sz	2011-08-31	xtkj	新天科技
300260	sz	2011-09-06	xlyc	新莱应材
300261	sz	2011-09-06	ybhx	雅本化学
300262	sz	2011-09-16	basw	巴安水务
300263	sz	2011-09-16	lhjn	隆华节能
300264	sz	2011-09-16	jcsx	佳创视讯
300265	sz	2011-09-16	tgxl	通光线缆
300266	sz	2011-09-27	xyhj	兴源环境
300267	sz	2011-09-27	ekzy	尔康制药
300268	sz	2011-09-27	wfsk	万福生科
300269	sz	2011-10-12	ljgd	联建光电
300270	sz	2011-10-12	zwdz	中威电子
300271	sz	2011-10-26	hyrj	华宇软件
300272	sz	2011-11-02	knhb	开能环保
300273	sz	2011-10-26	hjgf	和佳股份
300274	sz	2011-11-02	ygdy	阳光电源
300275	sz	2011-11-02	mas	梅安森
300276	sz	2011-11-15	sfzn	三丰智能
300277	sz	2011-11-23	hlx	海联讯
300278	sz	2011-12-16	hcd	华昌达
300279	sz	2011-12-29	hjkj	和晶科技
300280	sz	2011-12-29	ntdy	南通锻压
300281	sz	2011-12-29	jmjj	金明精机
300282	sz	2011-12-29	hggf	汇冠股份
300283	sz	2012-01-10	wzhf	温州宏丰
300284	sz	2012-01-10	sjk	苏交科
300285	sz	2012-01-13	gccl	国瓷材料
300286	sz	2012-01-13	akr	安科瑞
300287	sz	2012-02-01	flx	飞利信
300288	sz	2012-02-16	lmxx	朗玛信息
300289	sz	2012-02-16	ldm	利德曼
300290	sz	2012-02-16	rkkj	荣科科技
300291	sz	2012-02-09	hlbn	华录百纳
300292	sz	2012-02-29	wtkg	吴通控股
300293	sz	2012-03-08	lyzb	蓝英装备
300294	sz	2012-03-08	bysw	博雅生物
300295	sz	2012-03-15	slww	三六五网
300296	sz	2012-03-15	lyd	利亚德
300297	sz	2012-03-15	ldgf	蓝盾股份
300298	sz	2012-03-19	snsw	三诺生物
300299	sz	2012-03-19	fcgf	富春股份
300300	sz	2012-03-19	hdyy	汉鼎宇佑
300301	sz	2012-03-21	cfjt	长方集团
300302	sz	2012-03-21	tykj	同有科技
300303	sz	2012-03-19	jfgd	聚飞光电
300304	sz	2012-03-21	yydq	云意电气
300305	sz	2012-03-29	yxgf	裕兴股份
300306	sz	2012-03-29	yfgd	远方光电
300307	sz	2012-03-29	cxgf	慈星股份
300308	sz	2012-04-10	zjzb	中际装备
300309	sz	2012-04-10	jakj	吉艾科技
300310	sz	2012-04-25	ytsj	宜通世纪
300311	sz	2012-04-25	rzx	任子行
300312	sz	2012-05-08	bxjs	邦讯技术
300313	sz	2012-04-25	tssw	天山生物
300314	sz	2012-05-08	dwyl	戴维医疗
300315	sz	2012-05-11	zqkj	掌趣科技
300316	sz	2012-05-11	jsjd	晶盛机电
300317	sz	2012-05-11	jwgf	珈伟股份
300318	sz	2012-05-23	bhcx	博晖创新
300319	sz	2012-05-23	mjkj	麦捷科技
300320	sz	2012-06-01	hdgf	海达股份
300321	sz	2012-05-23	tdgf	同大股份
300322	sz	2012-06-08	sbd	硕贝德
300323	sz	2012-06-01	hcgd	华灿光电
300324	sz	2012-06-08	xjxx	旋极信息
300325	sz	2012-06-01	dwxc	德威新材
300326	sz	2012-06-13	klt	凯利泰
300327	sz	2012-06-13	zydz	中颖电子
300328	sz	2012-06-19	yakj	宜安科技
300329	sz	2012-06-19	hlgq	海伦钢琴
300330	sz	2012-06-19	hhjt	华虹计通
300331	sz	2012-06-28	sdwg	苏大维格
300332	sz	2012-06-28	thhj	天壕环境
300333	sz	2012-06-28	zrkj	兆日科技
300334	sz	2012-07-05	jmkj	津膜科技
300335	sz	2012-07-10	dsgf	迪森股份
300336	sz	2012-07-10	xwh	新文化
300337	sz	2012-07-18	ybgf	银邦股份
300338	sz	2012-07-26	kyyq	开元仪器
300339	sz	2012-07-18	rhrj	润和软件
300340	sz	2012-07-26	khgf	科恒股份
300341	sz	2012-07-26	mddq	麦迪电气
300342	sz	2012-07-26	tyjd	天银机电
300343	sz	2012-08-01	lchl	联创互联
300344	sz	2012-08-01	tkby	太空板业
300345	sz	2012-08-01	hyxc	红宇新材
300346	sz	2012-08-07	ndgd	南大光电
300347	sz	2012-08-17	tgyy	泰格医药
300348	sz	2012-08-17	clkj	长亮科技
300349	sz	2012-08-17	jkzn	金卡智能
300350	sz	2012-08-21	hpf	华鹏飞
300351	sz	2012-09-20	ygdq	永贵电器
300352	sz	2012-09-12	bxy	北信源
300353	sz	2012-09-27	dtkj	东土科技
300354	sz	2012-09-20	dhcs	东华测试
300355	sz	2012-09-27	mcst	蒙草生态
300356	sz	2012-10-09	gykj	光一科技
300357	sz	2014-01-21	wwsw	我武生物
300358	sz	2014-01-21	ctkj	楚天科技
300359	sz	2014-01-21	qtjy	全通教育
300360	sz	2014-01-21	jhkj	炬华科技
300362	sz	2014-01-21	txhj	天翔环境
300363	sz	2014-01-29	btgf	博腾股份
300364	sz	2015-01-21	zwzx	中文在线
300365	sz	2014-01-23	hhkj	恒华科技
300366	sz	2014-01-27	cyxx	创意信息
300367	sz	2014-01-29	dfwl	东方网力
300368	sz	2014-01-23	hjgf	汇金股份
300369	sz	2014-01-29	lmkj	绿盟科技
300370	sz	2014-01-23	akkj	安控科技
300371	sz	2014-01-23	hzgf	汇中股份
300372	sz	2014-01-27	xtdq	欣泰电气
300373	sz	2014-01-23	yjkj	扬杰科技
300374	sz	2015-03-19	htkj	恒通科技
300375	sz	2014-01-27	plgf	鹏翎股份
300376	sz	2014-01-27	yst	易事特
300377	sz	2014-01-27	yss	赢时胜
300378	sz	2014-01-27	djrj	鼎捷软件
300379	sz	2014-01-28	dft	东方通
300380	sz	2014-01-28	asxx	安硕信息
300381	sz	2014-01-28	ydl	溢多利
300382	sz	2014-01-29	slk	斯莱克
300383	sz	2014-01-29	ghxw	光环新网
300384	sz	2014-08-01	slhp	三联虹普
300385	sz	2014-06-26	xlhj	雪浪环境
300386	sz	2014-06-26	ftcx	飞天诚信
300387	sz	2014-07-02	fbgf	富邦股份
300388	sz	2014-08-01	gzhb	国祯环保
300389	sz	2014-08-01	abs	艾比森
300390	sz	2014-07-31	thcj	天华超净
300391	sz	2014-08-01	kykj	康跃科技
300392	sz	2014-09-10	txgf	腾信股份
300393	sz	2014-09-12	zlgf	中来股份
300394	sz	2015-02-17	tftx	天孚通信
300395	sz	2014-09-10	flh	菲利华
300396	sz	2014-09-10	dryl	迪瑞医疗
300397	sz	2014-09-10	thfw	天和防务
300398	sz	2014-10-09	fkcl	飞凯材料
300399	sz	2014-10-09	jtl	京天利
300400	sz	2014-10-10	jtgf	劲拓股份
300401	sz	2014-10-09	hysw	花园生物
300402	sz	2014-10-10	bsgf	宝色股份
300403	sz	2014-10-30	dehy	地尔汉宇
300404	sz	2015-04-24	bjyy	博济医药
300405	sz	2014-10-30	kljh	科隆精化
300406	sz	2014-10-30	jqsw	九强生物
300407	sz	2014-12-03	kfdq	凯发电气
300408	sz	2014-12-03	shjt	三环集团
300409	sz	2014-12-03	dsjs	道氏技术
300410	sz	2014-12-31	zykj	正业科技
300411	sz	2014-12-31	jdgf	金盾股份
300412	sz	2014-12-31	jnkj	迦南科技
300413	sz	2015-01-21	klg	快乐购
300414	sz	2015-05-13	zgfl	中光防雷
300415	sz	2015-01-23	yzm	伊之密
300416	sz	2015-01-22	sssy	苏试试验
300417	sz	2015-01-23	nhyq	南华仪器
